sequance,matrix,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11,a12,a13,a14,a15,a16,a17,a18,a19,a20,a21,a22,a23,a24,a25,a26,a27,a28,a29,a30,a31,a32,a33,a34,a35,a36,a37,a38,a39,a40,a41,a42,a43,a44,a45,a46,a47,a48,a49,a50,a51,a52,a53,a54,a55,a56,a57,a58,a59,a60,a61,a62,a63,a64,a65,a66,a67,a68,a69,a70,a71,a72,a73,a74,a75,a76,a77,a78,a79,a80,a81,a82,a83,a84,a85,a86,a87,a88,a89,a90,a91,a92,a93,a94,a95,a96,a97,a98,a99,a100
2,bl,0.22030651340996169,0.11015325670498084,0.05507662835249042,0.02753831417624521,0.013769157088122605,0.006884578544061303,0.0034422892720306513,0.0017211446360153257,0.0008605723180076628,0.0004302861590038314,0.0002151430795019157,0.00010757153975095785,5.378576987547893e-05,2.6892884937739464e-05,1.3446442468869732e-05,6.723221234434866e-06,3.361610617217433e-06,1.6808053086087165e-06,8.404026543043582e-07,4.202013271521791e-07,2.1010066357608956e-07,1.0505033178804478e-07,5.252516589402239e-08,2.6262582947011195e-08,1.3131291473505597e-08,6.565645736752799e-09,3.2828228683763994e-09,1.6414114341881997e-09,8.207057170940998e-10,4.103528585470499e-10,2.0517642927352496e-10,1.0258821463676248e-10,5.129410731838124e-11,2.564705365919062e-11,1.282352682959531e-11,6.411763414797655e-12,3.2058817073988275e-12,1.6029408536994137e-12,8.014704268497069e-13,4.0073521342485344e-13,2.0036760671242672e-13,1.0018380335621336e-13,5.009190167810668e-14,2.504595083905334e-14,1.252297541952667e-14,6.261487709763335e-15,3.1307438548816675e-15,1.5653719274408337e-15,7.826859637204169e-16,3.9134298186020843e-16,1.9567149093010422e-16,9.783574546505211e-17,4.8917872732526054e-17,2.4458936366263027e-17,1.2229468183131514e-17,6.114734091565757e-18,3.0573670457828784e-18,1.5286835228914392e-18,7.643417614457196e-19,3.821708807228598e-19,1.910854403614299e-19,9.554272018071495e-20,4.7771360090357475e-20,2.3885680045178737e-20,1.1942840022589369e-20,5.971420011294684e-21,2.985710005647342e-21,1.492855002823671e-21,7.464275014118355e-22,3.7321375070591777e-22,1.8660687535295889e-22,9.330343767647944e-23,4.665171883823972e-23,2.332585941911986e-23,1.166292970955993e-23,5.831464854779965e-24,2.9157324273899826e-24,1.4578662136949913e-24,7.2893310684749565e-25,3.6446655342374782e-25,1.8223327671187391e-25,9.111663835593696e-26,4.555831917796848e-26,2.277915958898424e-26,1.138957979449212e-26,5.69478989724606e-27,2.84739494862303e-27,1.423697474311515e-27,7.118487371557575e-28,3.5592436857787874e-28,1.7796218428893937e-28,8.898109214446968e-29,4.449054607223484e-29,2.224527303611742e-29,1.112263651805871e-29,5.561318259029355e-30,2.7806591295146776e-30,1.3903295647573388e-30,6.951647823786694e-31
2,bp,0.2796934865900383,0.13984674329501914,0.06992337164750957,0.034961685823754786,0.017480842911877393,0.008740421455938696,0.004370210727969348,0.002185105363984674,0.001092552681992337,0.0005462763409961685,0.00027313817049808426,0.00013656908524904213,6.828454262452107e-05,3.414227131226053e-05,1.7071135656130267e-05,8.535567828065133e-06,4.267783914032567e-06,2.1338919570162833e-06,1.0669459785081417e-06,5.334729892540708e-07,2.667364946270354e-07,1.333682473135177e-07,6.668412365675885e-08,3.334206182837943e-08,1.6671030914189713e-08,8.335515457094857e-09,4.167757728547428e-09,2.083878864273714e-09,1.041939432136857e-09,5.209697160684285e-10,2.6048485803421427e-10,1.3024242901710714e-10,6.512121450855357e-11,3.2560607254276784e-11,1.6280303627138392e-11,8.140151813569196e-12,4.070075906784598e-12,2.035037953392299e-12,1.0175189766961495e-12,5.087594883480748e-13,2.543797441740374e-13,1.271898720870187e-13,6.359493604350934e-14,3.179746802175467e-14,1.5898734010877336e-14,7.949367005438668e-15,3.974683502719334e-15,1.987341751359667e-15,9.936708756798335e-16,4.968354378399167e-16,2.4841771891995837e-16,1.2420885945997919e-16,6.210442972998959e-17,3.1052214864994797e-17,1.5526107432497398e-17,7.763053716248699e-18,3.8815268581243496e-18,1.9407634290621748e-18,9.703817145310874e-19,4.851908572655437e-19,2.4259542863277185e-19,1.2129771431638592e-19,6.064885715819296e-20,3.032442857909648e-20,1.516221428954824e-20,7.58110714477412e-21,3.79055357238706e-21,1.89527678619353e-21,9.47638393096765e-22,4.738191965483825e-22,2.3690959827419126e-22,1.1845479913709563e-22,5.922739956854781e-23,2.961369978427391e-23,1.4806849892136954e-23,7.403424946068477e-24,3.7017124730342384e-24,1.8508562365171192e-24,9.254281182585596e-25,4.627140591292798e-25,2.313570295646399e-25,1.1567851478231995e-25,5.783925739115998e-26,2.891962869557999e-26,1.4459814347789994e-26,7.229907173894997e-27,3.6149535869474985e-27,1.8074767934737492e-27,9.037383967368746e-28,4.518691983684373e-28,2.2593459918421865e-28,1.1296729959210933e-28,5.648364979605466e-29,2.824182489802733e-29,1.4120912449013666e-29,7.060456224506833e-30,3.5302281122534165e-30,1.7651140561267082e-30,8.825570280633541e-31
3,tv,0.3210922787193974,0.08027306967984935,0.020068267419962336,0.005017066854990584,0.002508533427495292,0.0008361778091650974,0.00020904445229127434,0.00010452222614563717,2.6130556536409292e-05,1.3065278268204646e-05,3.2663195670511615e-06,1.6331597835255808e-06,8.165798917627904e-07,2.041449729406976e-07,1.020724864703488e-07,3.402416215678293e-08,8.506040539195733e-09,4.2530202695978666e-09,1.0632550673994666e-09,5.316275336997333e-10,1.3290688342493333e-10,3.322672085623333e-11,1.6613360428116666e-11,4.1533401070291666e-12,1.0383350267572916e-12,5.191675133786458e-13,1.2979187834466146e-13,3.2447969586165364e-14,1.6223984793082682e-14,8.111992396541341e-15,2.0279980991353352e-15,1.0139990495676676e-15,2.534997623919169e-16,1.2674988119595845e-16,6.337494059797923e-17,1.5843735149494807e-17,7.921867574747403e-18,1.980466893686851e-18,6.601556312289502e-19,3.300778156144751e-19,8.251945390361878e-20,4.125972695180939e-20,1.0314931737952348e-20,2.578732934488087e-21,6.446832336220217e-22,3.2234161681101086e-22,1.6117080840550543e-22,8.058540420275272e-23,2.014635105068818e-23,1.007317552534409e-23,5.036587762672045e-24,1.2591469406680112e-24,3.147867351670028e-25,1.573933675835014e-25,5.246445586116713e-26,2.6232227930583566e-26,6.558056982645892e-27,3.279028491322946e-27,1.0930094971076485e-27,3.6433649903588283e-28,1.214454996786276e-28,3.03613749196569e-29,7.590343729914226e-30,2.530114576638075e-30,8.433715255460249e-31,4.216857627730124e-31,1.054214406932531e-31,3.514048023108437e-32,1.1713493410361456e-32,5.856746705180728e-33,1.9522489017269093e-33,9.761244508634547e-34,3.253748169544849e-34,8.134370423862122e-35,4.067185211931061e-35,1.0167963029827653e-35,5.0839815149138264e-36,1.6946605049712754e-36,4.236651262428188e-37,2.118325631214094e-37,7.061085437380314e-38,1.7652713593450784e-38,8.826356796725392e-39,4.413178398362696e-39,2.206589199181348e-39,1.103294599590674e-39,2.758236498976685e-40,9.194121663255615e-41,2.298530415813904e-41,1.149265207906952e-41,2.87316301976738e-42,7.18290754941845e-43,3.591453774709225e-43,1.1971512582364082e-43,5.985756291182041e-44,1.9952520970606802e-44,4.9881302426517004e-45,1.6627100808839e-45,5.542366936279667e-46
3,tn,0.2457627118644068,0.1228813559322034,0.0614406779661017,0.03072033898305085,0.015360169491525424,0.007680084745762712,0.001920021186440678,0.000960010593220339,0.0004800052966101695,0.00012000132415254238,6.000066207627119e-05,2.0000220692090394e-05,6.666740230696798e-06,2.222246743565599e-06,1.1111233717827995e-06,3.7037445726093313e-07,9.259361431523328e-08,4.629680715761664e-08,1.5432269052538878e-08,5.144089684179626e-09,2.572044842089813e-09,6.430112105224532e-10,2.1433707017415107e-10,5.358426754353777e-11,1.7861422514512587e-11,5.9538075048375285e-12,1.4884518762093821e-12,7.442259381046911e-13,1.8605648452617277e-13,6.201882817539092e-14,2.0672942725130305e-14,6.8909809083767684e-15,2.2969936361255894e-15,5.742484090313973e-16,2.8712420451569867e-16,1.4356210225784933e-16,7.178105112892467e-17,1.7945262782231167e-17,8.972631391115583e-18,2.990877130371861e-18,1.4954385651859305e-18,3.7385964129648263e-19,9.346491032412066e-20,4.673245516206033e-20,1.1683113790515082e-20,2.9207784476287705e-21,1.4603892238143853e-21,3.650973059535963e-22,1.8254865297679816e-22,4.563716324419954e-23,2.281858162209977e-23,1.1409290811049885e-23,2.8523227027624712e-24,1.4261613513812356e-24,4.753871171270785e-25,1.1884677928176963e-25,5.942338964088482e-26,1.4855847410221204e-26,7.427923705110602e-27,3.713961852555301e-27,9.284904631388253e-28,4.642452315694126e-28,1.1606130789235316e-28,5.803065394617658e-29,1.4507663486544145e-29,4.835887828848048e-30,1.6119626096160158e-30,8.059813048080079e-31,2.0149532620200198e-31,1.0074766310100099e-31,3.3582554367000326e-32,1.1194184789000108e-32,2.798546197250027e-33,1.3992730986250135e-33,3.4981827465625338e-34,8.745456866406334e-35,4.372728433203167e-35,1.4575761444010557e-35,4.8585871480035186e-36,1.619529049334506e-36,5.398430164448353e-37,1.7994767214827843e-37,5.998255738275948e-38,1.499563934568987e-38,7.497819672844935e-39,1.8744549182112337e-39,9.372274591056168e-40,2.343068647764042e-40,5.857671619410105e-41,2.9288358097050526e-41,7.322089524262632e-42,1.830522381065658e-42,4.576305952664145e-43,2.2881529763320723e-43,5.720382440830181e-44,2.8601912204150904e-44,7.150478051037726e-45,3.575239025518863e-45,1.7876195127594315e-45
3,bl,0.4180790960451978,0.2090395480225989,0.10451977401129944,0.05225988700564972,0.02612994350282486,0.01306497175141243,0.006532485875706215,0.0032662429378531076,0.0016331214689265538,0.0008165607344632769,0.00040828036723163845,0.00020414018361581923,0.00010207009180790961,5.1035045903954806e-05,2.5517522951977403e-05,1.2758761475988702e-05,6.379380737994351e-06,3.1896903689971754e-06,1.5948451844985877e-06,7.974225922492938e-07,3.987112961246469e-07,1.9935564806232346e-07,9.967782403116173e-08,4.9838912015580866e-08,2.4919456007790433e-08,1.2459728003895216e-08,6.229864001947608e-09,3.114932000973804e-09,1.557466000486902e-09,7.78733000243451e-10,3.893665001217255e-10,1.9468325006086276e-10,9.734162503043138e-11,4.867081251521569e-11,2.4335406257607845e-11,1.2167703128803922e-11,6.083851564401961e-12,3.0419257822009806e-12,1.5209628911004903e-12,7.604814455502451e-13,3.8024072277512257e-13,1.9012036138756129e-13,9.506018069378064e-14,4.753009034689032e-14,2.376504517344516e-14,1.188252258672258e-14,5.94126129336129e-15,2.970630646680645e-15,1.4853153233403225e-15,7.426576616701613e-16,3.7132883083508064e-16,1.8566441541754032e-16,9.283220770877016e-17,4.641610385438508e-17,2.320805192719254e-17,1.160402596359627e-17,5.802012981798135e-18,2.9010064908990675e-18,1.4505032454495337e-18,7.252516227247669e-19,3.6262581136238343e-19,1.8131290568119172e-19,9.065645284059586e-20,4.532822642029793e-20,2.2664113210148965e-20,1.1332056605074482e-20,5.666028302537241e-21,2.8330141512686206e-21,1.4165070756343103e-21,7.082535378171551e-22,3.5412676890857757e-22,1.7706338445428879e-22,8.853169222714439e-23,4.4265846113572196e-23,2.2132923056786098e-23,1.1066461528393049e-23,5.5332307641965245e-24,2.7666153820982623e-24,1.3833076910491311e-24,6.916538455245656e-25,3.458269227622828e-25,1.729134613811414e-25,8.64567306905707e-26,4.322836534528535e-26,2.1614182672642674e-26,1.0807091336321337e-26,5.4035456681606685e-27,2.7017728340803343e-27,1.3508864170401671e-27,6.754432085200836e-28,3.377216042600418e-28,1.688608021300209e-28,8.443040106501045e-29,4.221520053250522e-29,2.110760026625261e-29,1.0553800133126306e-29,5.276900066563153e-30,2.6384500332815764e-30,1.3192250166407882e-30
3,bp,0.08192090395480225,0.04096045197740113,0.020480225988700564,0.010240112994350282,0.005120056497175141,0.0025600282485875704,0.0012800141242937852,0.0006400070621468926,0.0003200035310734463,0.00016000176553672315,8.000088276836158e-05,4.000044138418079e-05,2.0000220692090394e-05,1.0000110346045197e-05,5.0000551730225985e-06,2.5000275865112993e-06,1.2500137932556496e-06,6.250068966278248e-07,3.125034483139124e-07,1.562517241569562e-07,7.81258620784781e-08,3.906293103923905e-08,1.9531465519619526e-08,9.765732759809763e-09,4.882866379904881e-09,2.4414331899524407e-09,1.2207165949762203e-09,6.103582974881102e-10,3.051791487440551e-10,1.5258957437202754e-10,7.629478718601377e-11,3.8147393593006886e-11,1.9073696796503443e-11,9.536848398251721e-12,4.768424199125861e-12,2.3842120995629304e-12,1.1921060497814652e-12,5.960530248907326e-13,2.980265124453663e-13,1.4901325622268315e-13,7.450662811134157e-14,3.725331405567079e-14,1.8626657027835393e-14,9.313328513917697e-15,4.656664256958848e-15,2.328332128479424e-15,1.164166064239712e-15,5.82083032119856e-16,2.91041516059928e-16,1.45520758029964e-16,7.2760379014982e-17,3.6380189507491e-17,1.81900947537455e-17,9.09504737687275e-18,4.547523688436375e-18,2.2737618442181877e-18,1.1368809221090938e-18,5.684404610545469e-19,2.8422023052727346e-19,1.4211011526363673e-19,7.105505763181836e-20,3.552752881590918e-20,1.776376440795459e-20,8.881882203977296e-21,4.440941101988648e-21,2.220470550994324e-21,1.110235275497162e-21,5.55117637748581e-22,2.775588188742905e-22,1.3877940943714524e-22,6.938970471857262e-23,3.469485235928631e-23,1.7347426179643155e-23,8.673713089821578e-24,4.336856544910789e-24,2.1684282724553944e-24,1.0842141362276972e-24,5.421070681138486e-25,2.710535340569243e-25,1.3552676702846215e-25,6.776338351423108e-26,3.388169175711554e-26,1.694084587855777e-26,8.470422939278885e-27,4.235211469639442e-27,2.117605734819721e-27,1.0588028674098606e-27,5.294014337049303e-28,2.6470071685246514e-28,1.3235035842623257e-28,6.617517921311629e-29,3.308758960655814e-29,1.654379480327907e-29,8.271897401639536e-30,4.135948700819768e-30,2.067974350409884e-30,1.033987175204942e-30,5.16993587602471e-31,2.584967938012355e-31
4,tv,0.40311653116531165,0.10077913279132791,0.05038956639566396,0.01259739159891599,0.004199130532971996,0.001049782633242999,0.0005248913166214995,0.00026244565831074976,0.00013122282915537488,3.280570728884372e-05,1.640285364442186e-05,5.467617881473953e-06,1.822539293824651e-06,6.075130979415503e-07,2.0250436598051674e-07,1.0125218299025837e-07,2.5313045747564592e-08,1.2656522873782296e-08,4.218840957927432e-09,2.109420478963716e-09,7.03140159654572e-10,2.343800532181906e-10,5.859501330454766e-11,1.4648753326136914e-11,7.324376663068457e-12,2.4414588876894855e-12,1.2207294438447427e-12,4.0690981461491425e-13,1.3563660487163808e-13,6.781830243581904e-14,2.260610081193968e-14,7.535366937313226e-15,1.8838417343283066e-15,4.709604335820766e-16,1.5698681119402553e-16,5.2328937064675175e-17,2.6164468532337588e-17,8.721489510779195e-18,2.1803723776947987e-18,7.267907925649329e-19,3.6339539628246644e-19,9.084884907061661e-20,3.0282949690205536e-20,1.5141474845102768e-20,5.0471582817009225e-21,1.2617895704252306e-21,4.2059652347507687e-22,1.0514913086876922e-22,3.504971028958974e-23,8.762427572397435e-24,2.1906068930993587e-24,1.0953034465496794e-24,2.7382586163741984e-25,1.3691293081870992e-25,6.845646540935496e-26,3.422823270467748e-26,1.711411635233874e-26,8.55705817616937e-27,4.278529088084685e-27,1.0696322720211712e-27,5.348161360105856e-28,1.337040340026464e-28,4.456801133421547e-29,1.4856003778071823e-29,4.952001259357274e-30,1.6506670864524244e-30,8.253335432262122e-31,2.7511118107540407e-31,6.877779526885102e-32,3.438889763442551e-32,8.597224408606377e-33,2.865741469535459e-33,7.164353673838647e-34,2.3881178912795488e-34,7.960392970931829e-35,3.9801964854659143e-35,9.950491213664786e-36,4.975245606832393e-36,1.6584152022774643e-36,5.528050674258214e-37,2.764025337129107e-37,6.910063342822768e-38,3.455031671411384e-38,8.63757917852846e-39,2.159394794632115e-39,7.1979826487737165e-40,1.7994956621934291e-40,5.998318873978097e-41,1.9994396246593655e-41,9.997198123296827e-42,3.332399374432276e-42,1.666199687216138e-42,5.553998957387126e-43,1.8513329857957086e-43,9.256664928978543e-44,2.3141662322446357e-44,1.1570831161223179e-44,2.8927077903057946e-45,1.4463538951528973e-45
4,tn,0.1056910569105691,0.05284552845528455,0.026422764227642274,0.013211382113821137,0.0033028455284552843,0.0016514227642276422,0.0008257113821138211,0.00041285569105691054,0.00020642784552845527,0.00010321392276422763,5.160696138211382e-05,1.2901740345528454e-05,6.450870172764227e-06,1.6127175431910568e-06,8.063587715955284e-07,4.031793857977642e-07,2.015896928988821e-07,1.0079484644944105e-07,2.5198711612360262e-08,1.2599355806180131e-08,6.2996779030900656e-09,1.5749194757725164e-09,3.937298689431291e-10,9.843246723578227e-11,3.2810822411927425e-11,8.202705602981856e-12,4.101352801490928e-12,1.025338200372732e-12,2.56334550093183e-13,8.5444850031061e-14,2.136121250776525e-14,1.0680606253882625e-14,5.340303126941312e-15,1.335075781735328e-15,6.67537890867664e-16,3.33768945433832e-16,8.3442236358458e-17,2.7814078786152665e-17,6.953519696538166e-18,1.7383799241345415e-18,8.691899620672708e-19,2.172974905168177e-19,5.432437262920442e-20,1.8108124209734808e-20,9.054062104867404e-21,2.263515526216851e-21,7.54505175405617e-22,1.8862629385140424e-22,4.715657346285106e-23,1.5718857820950352e-23,3.929714455237588e-24,1.964857227618794e-24,6.5495240920626465e-25,3.2747620460313232e-25,1.0915873486771077e-25,3.638624495590359e-26,1.8193122477951795e-26,4.548280619487949e-27,2.2741403097439743e-27,1.1370701548719872e-27,5.685350774359936e-28,1.421337693589984e-28,3.55334423397496e-29,8.8833605849374e-30,2.22084014623435e-30,7.402800487447833e-31,2.467600162482611e-31,8.225333874942036e-32,4.112666937471018e-32,1.370888979157006e-32,3.427222447892515e-33,1.7136112239462576e-33,4.284028059865644e-34,1.071007014966411e-34,5.355035074832055e-35,1.785011691610685e-35,5.950038972035616e-36,1.9833463240118718e-36,6.6111544133729054e-37,3.3055772066864527e-37,8.263943016716132e-38,2.065985754179033e-38,1.0329928770895165e-38,3.443309590298388e-39,1.147769863432796e-39,3.825899544775986e-40,1.275299848258662e-40,4.2509994941955395e-41,1.416999831398513e-41,4.7233327713283765e-42,2.3616663856641882e-42,7.872221285547293e-43,2.6240737618490974e-43,1.3120368809245487e-43,3.280092202311372e-44,1.0933640674371239e-44,3.6445468914570796e-45,1.8222734457285398e-45,6.0742448190951324e-46
4,bl,0.25609756097560976,0.12804878048780488,0.06402439024390244,0.03201219512195122,0.01600609756097561,0.008003048780487805,0.0040015243902439025,0.0020007621951219513,0.0010003810975609756,0.0005001905487804878,0.0002500952743902439,0.00012504763719512195,6.252381859756098e-05,3.126190929878049e-05,1.5630954649390244e-05,7.815477324695122e-06,3.907738662347561e-06,1.9538693311737805e-06,9.769346655868903e-07,4.884673327934451e-07,2.4423366639672257e-07,1.2211683319836128e-07,6.105841659918064e-08,3.052920829959032e-08,1.526460414979516e-08,7.63230207489758e-09,3.81615103744879e-09,1.908075518724395e-09,9.540377593621975e-10,4.770188796810988e-10,2.385094398405494e-10,1.192547199202747e-10,5.962735996013735e-11,2.981367998006867e-11,1.4906839990034336e-11,7.453419995017168e-12,3.726709997508584e-12,1.863354998754292e-12,9.31677499377146e-13,4.65838749688573e-13,2.329193748442865e-13,1.1645968742214325e-13,5.822984371107163e-14,2.911492185553581e-14,1.4557460927767907e-14,7.278730463883953e-15,3.639365231941977e-15,1.8196826159709883e-15,9.098413079854942e-16,4.549206539927471e-16,2.2746032699637354e-16,1.1373016349818677e-16,5.686508174909338e-17,2.843254087454669e-17,1.4216270437273346e-17,7.108135218636673e-18,3.5540676093183366e-18,1.7770338046591683e-18,8.885169023295841e-19,4.442584511647921e-19,2.2212922558239604e-19,1.1106461279119802e-19,5.553230639559901e-20,2.7766153197799504e-20,1.3883076598899752e-20,6.941538299449876e-21,3.470769149724938e-21,1.735384574862469e-21,8.676922874312345e-22,4.338461437156173e-22,2.1692307185780863e-22,1.0846153592890431e-22,5.423076796445216e-23,2.711538398222608e-23,1.355769199111304e-23,6.77884599555652e-24,3.38942299777826e-24,1.69471149888913e-24,8.47355749444565e-25,4.236778747222825e-25,2.1183893736114124e-25,1.0591946868057062e-25,5.295973434028531e-26,2.6479867170142655e-26,1.3239933585071327e-26,6.619966792535664e-27,3.309983396267832e-27,1.654991698133916e-27,8.27495849066958e-28,4.13747924533479e-28,2.068739622667395e-28,1.0343698113336975e-28,5.171849056668487e-29,2.5859245283342436e-29,1.2929622641671218e-29,6.464811320835609e-30,3.2324056604178045e-30,1.6162028302089023e-30,8.081014151044511e-31
4,bp,0.24390243902439024,0.12195121951219512,0.06097560975609756,0.03048780487804878,0.01524390243902439,0.007621951219512195,0.0038109756097560975,0.0019054878048780487,0.0009527439024390244,0.0004763719512195122,0.0002381859756097561,0.00011909298780487805,5.954649390243902e-05,2.977324695121951e-05,1.4886623475609756e-05,7.443311737804878e-06,3.721655868902439e-06,1.8608279344512195e-06,9.304139672256097e-07,4.6520698361280487e-07,2.3260349180640243e-07,1.1630174590320122e-07,5.815087295160061e-08,2.9075436475800304e-08,1.4537718237900152e-08,7.268859118950076e-09,3.634429559475038e-09,1.817214779737519e-09,9.086073898687595e-10,4.5430369493437975e-10,2.2715184746718988e-10,1.1357592373359494e-10,5.678796186679747e-11,2.8393980933398735e-11,1.4196990466699367e-11,7.098495233349684e-12,3.549247616674842e-12,1.774623808337421e-12,8.873119041687105e-13,4.4365595208435523e-13,2.2182797604217761e-13,1.1091398802108881e-13,5.5456994010544404e-14,2.7728497005272202e-14,1.3864248502636101e-14,6.9321242513180504e-15,3.4660621256590252e-15,1.7330310628295126e-15,8.665155314147563e-16,4.3325776570737815e-16,2.1662888285368908e-16,1.0831444142684454e-16,5.415722071342227e-17,2.7078610356711135e-17,1.3539305178355567e-17,6.769652589177784e-18,3.384826294588892e-18,1.692413147294446e-18,8.46206573647223e-19,4.231032868236115e-19,2.1155164341180574e-19,1.0577582170590287e-19,5.2887910852951435e-20,2.6443955426475717e-20,1.3221977713237859e-20,6.610988856618929e-21,3.3054944283094647e-21,1.6527472141547323e-21,8.263736070773662e-22,4.131868035386831e-22,2.0659340176934154e-22,1.0329670088467077e-22,5.1648350442335385e-23,2.5824175221167693e-23,1.2912087610583846e-23,6.456043805291923e-24,3.2280219026459616e-24,1.6140109513229808e-24,8.070054756614904e-25,4.035027378307452e-25,2.017513689153726e-25,1.008756844576863e-25,5.043784222884315e-26,2.5218921114421575e-26,1.2609460557210787e-26,6.304730278605394e-27,3.152365139302697e-27,1.5761825696513484e-27,7.880912848256742e-28,3.940456424128371e-28,1.9702282120641855e-28,9.851141060320928e-29,4.925570530160464e-29,2.462785265080232e-29,1.231392632540116e-29,6.15696316270058e-30,3.07848158135029e-30,1.539240790675145e-30,7.696203953375725e-31
5,tv,0.24955197132616486,0.12477598566308243,0.031193996415770607,0.015596998207885304,0.005198999402628434,0.0012997498506571086,0.0006498749253285543,0.0002166249751095181,5.415624377737952e-05,1.8052081259126505e-05,6.017360419708835e-06,2.0057868065696116e-06,6.685956021898705e-07,3.3429780109493523e-07,1.114326003649784e-07,2.78581500912446e-08,6.96453752281115e-09,3.482268761405575e-09,1.1607562538018582e-09,5.803781269009291e-10,1.4509453172523228e-10,7.254726586261614e-11,3.627363293130807e-11,9.068408232827018e-12,2.2671020582067544e-12,7.557006860689181e-13,3.7785034303445903e-13,9.446258575861476e-14,3.1487528586204915e-14,1.5743764293102457e-14,5.2479214310341525e-15,1.3119803577585381e-15,3.2799508943963453e-16,1.6399754471981727e-16,8.199877235990863e-17,2.0499693089977158e-17,5.1249232724942895e-18,2.5624616362471448e-18,6.406154090617862e-19,3.203077045308931e-19,1.0676923484363102e-19,3.5589744947877006e-20,8.897436236969252e-21,2.224359059242313e-21,7.414530197474376e-22,2.471510065824792e-22,8.23836688608264e-23,2.05959172152066e-23,5.14897930380165e-24,2.574489651900825e-24,6.436224129752062e-25,3.218112064876031e-25,8.045280162190078e-26,4.022640081095039e-26,1.0056600202737597e-26,3.352200067579199e-27,8.380500168947997e-28,4.1902500844739985e-28,1.0475625211184996e-28,5.237812605592498e-29,1.3094531513981245e-29,4.3648438379937484e-30,1.454947945997916e-30,3.63736986499479e-31,9.093424662486976e-32,4.546712331243488e-32,1.136678082810872e-32,2.84169520702718e-33,9.472317356757266e-34,4.736158678378633e-34,1.1840396695946583e-34,2.9600991739866457e-35,9.866997246622151e-36,2.466749311655538e-36,1.233374655827769e-36,3.0834366395694223e-37,1.0278122131898073e-37,3.426040710632691e-38,8.565101776581727e-39,4.282550888290864e-39,2.141275444145432e-39,5.35318861036358e-40,2.67659430518179e-40,8.921981017272632e-41,2.9739936724242107e-41,1.4869968362121054e-41,4.9566561207070174e-42,1.652218706902339e-42,8.261093534511695e-43,2.0652733836279238e-43,6.884244612093079e-44,1.7210611530232698e-44,4.3026528825581746e-45,2.1513264412790873e-45,7.171088137596958e-46,1.7927720343992394e-46,8.963860171996197e-47,2.987953390665399e-47,1.4939766953326995e-47
